web-scraper-order,web-scraper-start-url,rooms_area_price_raw,price_raw,address_raw,description_raw,text_raw
"1758541839-87","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","3.5 Zimmer, 70m², CHF 2’040.–","CHF 2’040.–","Schützenstrasse 40, 8400 Winterthur","Wohnen im Zentrum-befristet bis 31.03.2026!","1 / 9 3.5 Zimmer, 70m², CHF 2’040.– Schützenstrasse 40, 8400 WinterthurWohnen im Zentrum-befristet bis 31.03.2026! Wir vermieten an ruhiger, aber doch sehr zentraler Wohnlage diese gemütliche 3.5-Zimmerwohnung, die Ihnen folgende Annehmlichkeiten zu bieten hat:- Korridor mit Klinkerboden- Wohnzimmer mit Parkettboden- abgeschlossene Küche - mit Glaskeramikherd- Badezimmer/WC- Balkon - KellerabteilDie Bilder entsprechen dem Ausbaustandard und können leicht vom angebotenen Objekt abweichen. Die genaue Raumaufteilung können Sie dem angefügten Grundrissplan entnehmenDie Wohnung wird befristet bis 31.03.2026 vermietet.Der Bahnhof ""Winterthur"" mit diversen S-Bahnlinien in Richtung ""Zürich HB"" und ""St. Gallen"" und Fernzüge in Richtung ""München"" und ""Konstanz"" befindet sich nur 8 Gehminuten von der Liegenschaft entfernt. Diverse Einkaufsmöglichkeiten wie z.B. die Migros, der Denner sowie diverse Dienstleister befinden sich im Einkaufszentrum Neuwiesen oder an der Marktgasse.Ebenfalls erreichen Sie zahlreiche Restaurants und Bars bequem zu Fuss in wenigen Gehminuten. Entspricht diese schöne Wohnung Ihren Vorstellungen?Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"". Sie erhalten anschliessend eine automatisierte E-Mail mit den Besichtigungsinformationen sowie der Möglichkeit, sich digital auf die Wohnung zu bewerben und/oder uns allfällige Fragen zu stellen.Wir freuen uns auf Ihre digitale Bewerbung nach der Besichtigung.  Wegzeit Neu10 min.Station: Winterthur"
"1758541839-88","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","2 Zimmer, 52m², CHF 1’636.–","CHF 1’636.–","Roggenweg 14, 8405 Winterthur","Ihr neues Zuhause in Winterthur Seen - *Mieten ohne Kaution*","Neu 1 / 6 Haustiere erlaubtBalkon / TerrasseGarage+22 Zimmer, 52m², CHF 1’636.– Roggenweg 14, 8405 WinterthurIhr neues Zuhause in Winterthur Seen - *Mieten ohne Kaution* Diese gemütliche 2-Zimmerwohnung an zentraler und doch ruhigen Lage hat folgendes zu bieten:- Wohnbereich ausgestattet mit Parkett- Offene Küche- Grosszügiger Grundriss- WC mit Badewanne- Schöner Balkon- Eigenes Kellerabteil- Familienfreundliche Umgebung- Gepflegte Liegenschaft mit viel Grünfläche- Gute Verkehrsanbindungen- Einkaufsmöglichkeiten und Bushaltestelle in unmittelbarer NäheDie Bilder zeigen den Standard der Liegenschaft und entsprechen nicht immer der angebotenen Wohnung.Haben wir Ihr Interesse geweckt?Für einen Besichtigungstermin, Bewerbungslink sowie weitere Informationen senden Sie uns eine Nachricht via Kontaktformular«Anbieter kontaktieren». Sie erhalten anschliessend eine automatische Nachricht mit allen nötigen Informationen. Haustiere erlaubtBalkon / TerrasseGarage+2 Wegzeit Neu12 min.Station: Winterthur Seen"
"1758541839-89","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","3.5 Zimmer, 83m², CHF 2’043.–","CHF 2’043.–","Unterwegli 37, 8404 Winterthur","Schöne 3.5-Zimmer-Wohnung! ""Mieten ohne Kaution""","1 / 7 Balkon / TerrasseLift3.5 Zimmer, 83m², CHF 2’043.– Unterwegli 37, 8404 WinterthurSchöne 3.5-Zimmer-Wohnung! ""Mieten ohne Kaution"" Im Dorfkern von Oberwinterthur vermieten wir diese schöne 3.5-Zimmer-Wohnung. Profitieren Sie von folgenden Vorzügen:- Parkett im Wohnbereich- Küche und Badezimmer Keramik-Platten (anthrazit)- Offene, modere Küche mit Glaskeramikherd und Geschirrspüler- Helles, modern saniertes Badezimmer mit Badewanne und Fenster- Separates Gäste-WC- Praktische Wandschränke im Korridor- Reduit- Kellerabteil- Besonnter Gartensitzplatz- keine Katzen erlaubt- Kinderfreundliche Lage- Nähe Schulen, Kindergarten und Einkaufsmöglichkeiten- Gute Verkehrsanbindung- Hunde und Katzen sind nicht gestattet- Parkplätze in der Tiefgarage können für CHF 120.-/Monat dazu gemietet werden(Die Fotos entsprechen dem Standard) Balkon / TerrasseLift Wegzeit Neu9 min.Station: Oberwinterthur"
"1758541839-90","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","3.5 Zimmer, 76m², CHF 2’450.–","CHF 2’450.–","Tösstalstrasse 222, 8405 Winterthur","Erstvermietung in Winterthur-Seen","Neubau 1 / 7 Balkon / TerrasseLiftAussicht3.5 Zimmer, 76m², CHF 2’450.– Tösstalstrasse 222, 8405 WinterthurErstvermietung in Winterthur-Seen Per 01. Dezember 2025 oder nach Vereinbarung vermieten wir vier attraktive 3.5-Zimmerwohnungen im beliebten Winterthurer Quartier Seen als Erstbezug.Die Lage bietet Ihnen eine perfekte Anbindung ans öffentliche Verkehrsnetz sowie eine ausgezeichnete Infrastruktur. Auch Naturbegeisterte kommen auf Ihre Kosten, der nahegelegene Eschenbergwald lädt mit verschiedenen Spazier- und Velowegen zum sporteln und erholen ein. Hier wohnen Sie in einer angenehmen Mischung aus urbanem Leben und entspannter Wohnatmosphäre.Die wunderschönen 3.5-Zimmerwohnungen, welche sich im EG, 1.OG &amp; 2.OG(mit Lift) befinden, verfügen über folgende Vorzüge:- grosszügiger Wohn-/Essbereich mit offener Küche- Küche mit Glaskeramik, Geschirrspüler und Backofen- Dusche/WC mit Fenster- Einbauschrank im Korridor- eigner Waschturm in der Wohnung- Reduit für zusätzlichen Stauraum- grosszügiger, überdachter Sitzplatz/Balkon- KellerabteilWeitere Informationen finden Sie in der Vermietungsdokumentation. Erleben Sie die perfekte Kombination aus Stadtleben und Natur - Ihr neues Zuhause wartet auf Sie! Haben wir Ihr Interesse geweckt? Kontaktieren Sie uns noch heute und vereinbaren Sie einen Besichtigungstermin mit uns - wir freuen uns auf Sie! Balkon / TerrasseLiftAussicht Wegzeit Neu12 min.Station: Winterthur Seen"
"1758541839-91","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","2.5 Zimmer, 62m², CHF 2’320.–","CHF 2’320.–","St. Georgenstrasse 50, 8400 Winterthur","Tolle 2.5 Zimmerwohnung in Winterthur (Saniert 2024)","1 / 7 Balkon / TerrasseGarageLift+12.5 Zimmer, 62m², CHF 2’320.– St. Georgenstrasse 50, 8400 WinterthurTolle 2.5 Zimmerwohnung in Winterthur (Saniert 2024) Nur wenige Gehminuten von der Winterthurer Altstadt entfernt, vermieten wir per 01. Dezember 2025 diese renovierte 2.5-Zimmerwohnung mit Balkon im 2.Stock mit Lift. Die Wohnung wurde umfassend, charmant und durchdacht renoviert und bietet folgende Vorzüge: - zentrale und trotzdem ruhige Lage in einem verkehrsarmen Quartier - lichtdurchflutete Räume - Küche und Bad mit Fenster - Eichenparkett (Landhausdielen) in Küche und Wohnräumen - keramische Bodenplatten im Bad, begehbare Dusche - Küche mit Granitabdeckung, Edelstahlbecken, Glaskeramikkochfeld - eigene Waschmaschine/Tumbler in der Wohnung - Personenaufzug Es besteht die Möglichkeit eine Garagenbox für CHF 160.00 dazu zu mieten. Optionale Extras: Lagerräume ab CHF 60.00 Bitte beachten Sie, dass es sich um Beispielbilder handelt. Diese können vom Original abweichen. Haben wir Ihr Interesse geweckt? Nehmen Sie gerne an der Besichtigung teil, um sich auch vor Ort von der Wohnung überzeugen zu lassen. Der fixe Besichtigungstermin - ohne Voranmeldung- findet wie folgt statt:Freitag, 19.09.2025, 18:00 Uhr bis 19:00 UhrBitte klingeln Sie bei M. Uhlmann &amp; S. Germano. Balkon / TerrasseGarageLift+1 Wegzeit Neu14 min.Station: Winterthur"
"1758541839-92","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","2.5 Zimmer, 72m², CHF 2’240.–","CHF 2’240.–","Tösstalstrasse 222, 8405 Winterthur","Erstvermietung in Winterthur-Seen","Neubau 1 / 8 Balkon / TerrasseLiftAussicht2.5 Zimmer, 72m², CHF 2’240.– Tösstalstrasse 222, 8405 WinterthurErstvermietung in Winterthur-Seen Per 01. Dezember 2025 oder nach Vereinbarung vermieten wir diese attraktive 2.5-Zimmer-Erdgeschosswohnung im beliebten Winterthurer Quartier Seen als Erstbezug.Die Lage bietet Ihnen eine perfekte Anbindung ans öffentliche Verkehrsnetz sowie eine ausgezeichnete Infrastruktur. Auch Naturbegeisterte kommen auf Ihre Kosten, der nahegelegene Eschenbergwald lädt mit verschiedenen Spazier- und Velowegen zum sporteln und erholen ein. Hier wohnen Sie in einer angenehmen Mischung aus urbanem Leben und entspannter Wohnatmosphäre.Die wunderschöne 2.5-Zimmerwohnung (EG) verfügt über folgende Vorzüge:- grosszügiger Wohn-/Essbereich mit offener Küche- grosses Schlafzimmer, welches auch Platz für eine Ankleide/Büroplatz bietet- Dusche/WC mit Fenster- Einbauschrank im Korridor- eigner Waschturm in der Wohnung- Reduit für zusätzlichen Stauraum- grosszügiger Sitzplatz mit Abendsonne, welcher Teil überdacht istErleben Sie die perfekte Kombination aus Stadtleben und Natur - Ihr neues Zuhause wartet auf Sie!Weitere Informationen finden Sie in der Vermietungsdokumentation. Haben wir Ihr Interesse geweckt? Kontaktieren Sie uns noch heute und vereinbaren Sie einen Besichtigungstermin mit uns - wir freuen uns auf Sie! Balkon / TerrasseLiftAussicht Wegzeit Neu12 min.Station: Winterthur Seen"
"1758541839-93","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","3.5 Zimmer, 94m², CHF 2’530.–","CHF 2’530.–","Else - Züblin - str. 75, 8404 Winterthur","ROY -  erlebe das neue Winterthur!","1 / 8 Haustiere erlaubtBalkon / TerrasseGarage+33.5 Zimmer, 94m², CHF 2’530.– Else - Züblin - str. 75, 8404 WinterthurROY -  erlebe das neue Winterthur! Wir vermieten diese schöne, moderne 3.5-Zimmer-Wohnung. Die Nähe zum Eulachpark lädt zu Spaziergängen und sportlichen Aktivitäten ein, während der Bahnhof Hegi eine schnelle Anbindung an den öffentlichen Verkehr gewährleistet. Die Wohnung bietet zudem:- Moderner Küchenausbau- Parkett im Wohnbereich und Schlafzimmer- Plattenboden im Bad- Ankleidezimmer- Bad/WC mit Waschturm- Separate Dusche/WC- Garderobe im Eingangsbereich- 24h Migros TEO vor dem Haus- Diverse Gewerbe (Café, Imbiss etc.) im Erdgeschoss- Grosser Park in der Nähe- Bushaltestelle vor dem HausAlle Informationen finden Sie auf unserer Objekthomepage https://www.roy-winterthur.chDie Bilder zeigen den Standard.Haben wir Ihr Interesse geweckt?Für einen Besichtigungstermin, Bewerbungslink sowie weitere Informationen senden Sie uns eine Nachricht via Kontaktformular «Anbieter kontaktieren». Sie erhalten anschliessend eine automatische Nachricht mit allen nötigen Informationen. Haustiere erlaubtBalkon / TerrasseGarage+3 Wegzeit -"
"1758541839-94","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","3.5 Zimmer, 88m², CHF 2’400.–","CHF 2’400.–","Seuzacherstr. 11b, 8400 Winterthur","Wohnen im Rosenberg an zentraler Lage mit eigenem Concierge!","1 / 6 Haustiere erlaubtBalkon / TerrasseGarage+23.5 Zimmer, 88m², CHF 2’400.– Seuzacherstr. 11b, 8400 WinterthurWohnen im Rosenberg an zentraler Lage mit eigenem Concierge! Ein Einkaufszentrum im Haus? Ein Concierge der Ihnen gerne Hilft? Jederzeit einen Parkplatz für Ihren Besuch? Eine Wohnung die man gerne mit Stolz seinen Freunden zeigt? Dann sind Sie bei uns genau richtig!- Moderne, helle Wohnung an zentraler Lage- Parkett in den Wohnräumen- Platten im Badezimmer- Optisch abgetrennte Küche mit Glaskeramikherd, Geschirrspüler und Backofen sowie Fenster zum Laubengang- Helles Wohn- und Esszimmer- Zwei Schlafzimmer, davon eines mit direktem Zugang zum Balkon- Bad mit Badewanne- Eigene Waschmaschine / Trockner- Schöner, sonniger Balkon mit Blick in den begrünten Innenhof- Kellerabteil- Lift- Minergiewohnüberbauung mit kontrollierter Lüftung- Migros direkt in der Liegenschaft (Einkaufszentrum Rosenberg)- Sehr nahe gelegene Busstation Einstellplätze können für CHF 140.- im Monat dazugemietet werden.Homepage: http://www.james-winterthur.chInteressiert? Bewerben Sie sich jetz! Haustiere erlaubtBalkon / TerrasseGarage+2 Wegzeit Neu30 min.Station: Winterthur"
"1758541839-95","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","2.5 Zimmer, 52m², CHF 1’595.–","CHF 1’595.–","Weizackerstr. 25, 8405 Winterthur","Moderner Wohnbau an bevorzugter Lage - MIETEN OHNE KAUTION","1 / 7 Haustiere erlaubtBalkon / TerrasseGarage+22.5 Zimmer, 52m², CHF 1’595.– Weizackerstr. 25, 8405 WinterthurModerner Wohnbau an bevorzugter Lage - MIETEN OHNE KAUTION An sehr ruhiger und angenehmer Lage vermieten wir diese attraktive 2.5-Zimmerwohnung:- Helle Wohnung- Grosszügiger Grundriss- Offene Küche mit Glaskeramik- Wohnbereich und Zimmer mit Natursteinboden- Bad/WC mit Fenster- Grosser Gartensitzplatz- Eigenes Kellerabteil- Ruhige und besonnte Lage- Familienfreundliche Umgebung- Einkaufsmöglichkeiten und Bushaltestelle in unmittelbarer NäheDie Bilder zeigen den Standard.Haben wir Ihr Interesse geweckt?Für einen Besichtigungstermin, Bewerbungslink sowie weitere Informationen senden Sie uns eine Nachricht via Kontaktformular «Anbieter kontaktieren». Sie erhalten anschliessend eine automatische Nachricht mit allen nötigen Informationen. Haustiere erlaubtBalkon / TerrasseGarage+2 Wegzeit Neu15 min.Station: Winterthur Seen"
"1758541839-96","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","2.5 Zimmer, 66m², CHF 2’320.–","CHF 2’320.–","Holzlegistrasse 8c, 8408 Winterthur","ERSTBEZUG - Moderne Wohnungen für jedes Bedürfnis","Neubau 1 / 6 Balkon / TerrasseGarageLift+22.5 Zimmer, 66m², CHF 2’320.– Holzlegistrasse 8c, 8408 WinterthurERSTBEZUG - Moderne Wohnungen für jedes Bedürfnis In der Überbauung an der Holzlegistrasse 8a-c in Winterthur Wülflingen entstehen kommenden Frühling per 01.03.2026 achtzehn 2.5- bis 4.5-Zimmer-Wohnungen, die pures Wohnglück versprechen.Die Wohnungen überzeugen mit folgenden Pluspunkten:- Offene und gut durchdachte Grundrisse- Grosse Fensterfronten für helle und einladende Räume- Elegante und hochwertige Küchen- Stilvolle Bäder mit ebenerdigen Duschen oder Badewannen- Geräumige Einbauschränke im Eingangsbereich - Waschmaschine und Tumbler in jeder Wohnung- Grosszügige Balkone oder Sitzplätze zum Verweilen und GeniessenAn der Holzlegistrasse erwarten Sie zudem folgende Vorzüge:- Ruhige und grüne Gegend mit Weitsicht- Wärmeerzeugung über Luft-Wasser-Wärmepumpe mit Kühlfunktion- Einstellplätze à CHF 180.- mtl. dazumietbar (E-Ladestationen möglich)- Jede Wohnung verfügt über ein eigenes Kellerabteil- Lift vorhandenAlle Informationen zum Projekt finden Sie auf der Projektwebseite https://holzlegistrasse.ch/Wir freuen uns über Ihre Kontaktaufnahme.**Die Bilder zeigen Musterwohnungen** Balkon / TerrasseGarageLift+2 Wegzeit Neu18 min.Station: Winterthur Wülflingen"
"1758541839-97","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","3.5 Zimmer, 86m², CHF 2’845.–","CHF 2’845.–","Holzlegistrasse 8b, 8408 Winterthur","ERSTBEZUG - Moderne Wohnungen für jedes Bedürfnis","Neubau 1 / 8 Balkon / TerrasseGarageLift+23.5 Zimmer, 86m², CHF 2’845.– Holzlegistrasse 8b, 8408 WinterthurERSTBEZUG - Moderne Wohnungen für jedes Bedürfnis In der Überbauung an der Holzlegistrasse 8a-c in Winterthur Wülflingen entstehen kommenden Frühling per 01.03.2026 achtzehn 2.5- bis 4.5-Zimmer-Wohnungen, die pures Wohnglück versprechen.Die Wohnungen überzeugen mit folgenden Pluspunkten:- Offene und gut durchdachte Grundrisse- Grosse Fensterfronten für helle und einladende Räume- Elegante und hochwertige Küchen- Stilvolle Bäder mit ebenerdigen Duschen oder Badewannen- Geräumige Einbauschränke im Eingangsbereich - Waschmaschine und Tumbler in jeder Wohnung- Grosszügige Balkone oder Sitzplätze zum Verweilen und GeniessenAn der Holzlegistrasse erwarten Sie zudem folgende Vorzüge:- Ruhige und grüne Gegend mit Weitsicht- Wärmeerzeugung über Luft-Wasser-Wärmepumpe mit Kühlfunktion- Einstellplätze à CHF 180.- mtl. dazumietbar (E-Ladestationen möglich)- Jede Wohnung verfügt über ein eigenes Kellerabteil- Lift vorhandenAlle Informationen zum Projekt finden Sie auf der Projektwebseite https://holzlegistrasse.ch/Wir freuen uns über Ihre Kontaktaufnahme.**Die Bilder zeigen Musterwohnungen** Balkon / TerrasseGarageLift+2 Wegzeit Neu18 min.Station: Winterthur Wülflingen"
"1758541839-98","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","2.5 Zimmer, 69m², CHF 2’125.–","CHF 2’125.–","Else - Züblin - str. 77, 8404 Winterthur","Lichtdurchflutete Dachwohnung mit grosser Terrasse","1 / 6 Haustiere erlaubtGarageLift+22.5 Zimmer, 69m², CHF 2’125.– Else - Züblin - str. 77, 8404 WinterthurLichtdurchflutete Dachwohnung mit grosser Terrasse Wir vermieten diese schöne, moderne 2.5-Zimmer-Dachwohnung. Die Nähe zum Eulachpark lädt zu Spaziergängen und sportlichen Aktivitäten ein, während der Bahnhof Hegi eine schnelle Anbindung an den öffentlichen Verkehr gewährleistet. Die Wohnung bietet zudem:- Moderner Küchenausbau- Parkett im Wohnbereich und Schlafzimmer- Lichtdurchflutete Räume- 33.5m2 grossse Terrasse- Separates Ankleidezimmer- Bad/WC mit Waschturm- Garderobe im Eingangsbereich- Einkaufsmöglichkeiten in unmittelbarer Nähe- Gute Verkehrsanbindungen- Grosser Park in der NäheAlle Informationen finden Sie auf unserer Objekthomepage https://www.roy-winterthur.chDie Bilder zeigen den Standard.Haben wir Ihr Interesse geweckt?Für einen Besichtigungstermin, Bewerbungslink sowie weitere Informationen senden Sie uns eine Nachricht via Kontaktformular «Anbieter kontaktieren». Sie erhalten anschliessend eine automatische Nachricht mit allen nötigen Informationen. Haustiere erlaubtGarageLift+2 Wegzeit -"
"1758541839-99","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","4.5 Zimmer, 152m², CHF 3’730.–","CHF 3’730.–","Palmstr. 29, 8400 Winterthur","Mieten ohne Kaution - Im Grünen und doch zentral!","1 / 8 Haustiere erlaubtGarageLift+44.5 Zimmer, 152m², CHF 3’730.– Palmstr. 29, 8400 WinterthurMieten ohne Kaution - Im Grünen und doch zentral! Wir vermieten diese wunderschöne Wohnung per 01.10.2025- Hervorragende Wohnqualität mit allem Komfort- Raumhohe Fenster- Ganze Wohnung Parkett exkl. Nasszellen- Kochinsel inkl. modernsten Geräten- Bad / WC mit Doppellavabo und Fenster- Separate Dusche / WC- Reduit mit Waschturm- Grosse Loggia- Lift- Einkaufsmöglichkeiten in unmittelbarer Nähe- Einstellplatz für monatlich CHF 160.00 anmietbarBilder zeigen den Standard.Wir freuen uns auf Ihre Wohnungsbewerbung. Haustiere erlaubtGarageLift+4 Wegzeit Neu15 min.Station: Winterthur"
"1758541839-100","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","2.5 Zimmer, 98m², CHF 2’000.–","CHF 2’000.–","Hofmannstr. 5, 8405 Winterthur","Tolle Wohnung mit riesiger Galerie *MIETEN OHNE KAUTION*","1 / 6 Balkon / TerrasseGarageParkplatz2.5 Zimmer, 98m², CHF 2’000.– Hofmannstr. 5, 8405 WinterthurTolle Wohnung mit riesiger Galerie *MIETEN OHNE KAUTION* Die Wohnung liegt im beliebten Quartier Seen, das für seine ruhige und familienfreundliche Umgebung bekannt ist. Die Nähe zu Naherholungsgebieten und Spazierwegen macht die Lage besonders attraktiv für Natur- und Sportliebhaber. Gleichzeitig sind Einkaufsmöglichkeiten, Schulen und der Bahnhof Seen bequem erreichbar, was eine optimale Anbindung an die Stadt Winterthur bietet.Die Wohnung bietet:- Wohnbereich mit Parkett ausgestattet- Boden im Schlafzimmer wird erneuert- Die ganze Wohnung wird neu gestrichen- Offene Küche mit Glaskeramik- Grosszügiger Grundriss- 27 m2 grosse Galerie- Gemütlicher Balkon- Kein Lift- Eigenes KellerabteilDie Bilder zeigen den Standard.Haben wir Ihr Interesse geweckt?Für einen Besichtigungstermin, Bewerbungslink sowie weitere Informationen senden Sie uns eine Nachricht via Kontaktformular «Anbieter kontaktieren». Sie erhalten anschliessend eine automatische Nachricht mit allen nötigen Informationen. Balkon / TerrasseGarageParkplatz Wegzeit Neu11 min.Station: Winterthur Seen"
